,Date,Start (ET),Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes
786,"Mon, Feb 8, 2016",9:00 pm,Box Score,Oklahoma City Thunder,122.0,Phoenix Suns,106.0,,
787,"Tue, Feb 9, 2016",8:30 pm,Box Score,Utah Jazz,121.0,Dallas Mavericks,119.0,OT,
788,"Tue, Feb 9, 2016",10:30 pm,Box Score,Houston Rockets,110.0,Golden State Warriors,123.0,,
789,"Tue, Feb 9, 2016",8:00 pm,Box Score,San Antonio Spurs,119.0,Miami Heat,101.0,,
790,"Tue, Feb 9, 2016",8:00 pm,Box Score,Boston Celtics,111.0,Milwaukee Bucks,112.0,,
791,"Tue, Feb 9, 2016",8:00 pm,Box Score,Washington Wizards,111.0,New York Knicks,108.0,,
792,"Wed, Feb 10, 2016",7:30 pm,Box Score,Los Angeles Clippers,134.0,Boston Celtics,139.0,OT,
793,"Wed, Feb 10, 2016",7:30 pm,Box Score,Memphis Grizzlies,109.0,Brooklyn Nets,90.0,,
794,"Wed, Feb 10, 2016",8:00 pm,Box Score,Atlanta Hawks,113.0,Chicago Bulls,90.0,,
795,"Wed, Feb 10, 2016",8:00 pm,Box Score,Los Angeles Lakers,111.0,Cleveland Cavaliers,120.0,,
796,"Wed, Feb 10, 2016",7:30 pm,Box Score,Denver Nuggets,103.0,Detroit Pistons,92.0,,
797,"Wed, Feb 10, 2016",7:00 pm,Box Score,Charlotte Hornets,117.0,Indiana Pacers,95.0,,
798,"Wed, Feb 10, 2016",8:00 pm,Box Score,Toronto Raptors,112.0,Minnesota Timberwolves,117.0,,
799,"Wed, Feb 10, 2016",8:00 pm,Box Score,Utah Jazz,96.0,New Orleans Pelicans,100.0,,
800,"Wed, Feb 10, 2016",7:00 pm,Box Score,San Antonio Spurs,98.0,Orlando Magic,96.0,,
801,"Wed, Feb 10, 2016",7:00 pm,Box Score,Sacramento Kings,114.0,Philadelphia 76ers,110.0,,
802,"Wed, Feb 10, 2016",9:00 pm,Box Score,Golden State Warriors,112.0,Phoenix Suns,104.0,,
803,"Wed, Feb 10, 2016",10:30 pm,Box Score,Houston Rockets,103.0,Portland Trail Blazers,116.0,,
804,"Thu, Feb 11, 2016",8:00 pm,Box Score,Washington Wizards,92.0,Milwaukee Bucks,99.0,,
805,"Thu, Feb 11, 2016",8:00 pm,Box Score,New Orleans Pelicans,95.0,Oklahoma City Thunder,121.0,,
806,"Thu, Feb 18, 2016",8:00 pm,Box Score,Chicago Bulls,95.0,Cleveland Cavaliers,106.0,,
807,"Thu, Feb 18, 2016",10:30 pm,Box Score,San Antonio Spurs,86.0,Los Angeles Clippers,105.0,,
808,"Thu, Feb 18, 2016",7:00 pm,Box Score,Utah Jazz,89.0,Washington Wizards,103.0,,
809,"Fri, Feb 19, 2016",8:00 pm,Box Score,Miami Heat,115.0,Atlanta Hawks,111.0,,
810,"Fri, Feb 19, 2016",7:30 pm,Box Score,New York Knicks,98.0,Brooklyn Nets,109.0,,
811,"Fri, Feb 19, 2016",8:00 pm,Box Score,Toronto Raptors,106.0,Chicago Bulls,116.0,,
812,"Fri, Feb 19, 2016",10:30 pm,Box Score,San Antonio Spurs,119.0,Los Angeles Lakers,113.0,,
813,"Fri, Feb 19, 2016",8:00 pm,Box Score,Minnesota Timberwolves,104.0,Memphis Grizzlies,109.0,,
814,"Fri, Feb 19, 2016",8:00 pm,Box Score,Charlotte Hornets,98.0,Milwaukee Bucks,95.0,,
815,"Fri, Feb 19, 2016",8:00 pm,Box Score,Philadelphia 76ers,114.0,New Orleans Pelicans,121.0,,
816,"Fri, Feb 19, 2016",8:00 pm,Box Score,Indiana Pacers,101.0,Oklahoma City Thunder,98.0,,
817,"Fri, Feb 19, 2016",7:00 pm,Box Score,Dallas Mavericks,104.0,Orlando Magic,110.0,OT,
818,"Fri, Feb 19, 2016",9:30 pm,Box Score,Houston Rockets,116.0,Phoenix Suns,100.0,,
819,"Fri, Feb 19, 2016",10:00 pm,Box Score,Golden State Warriors,105.0,Portland Trail Blazers,137.0,,
820,"Fri, Feb 19, 2016",10:00 pm,Box Score,Denver Nuggets,110.0,Sacramento Kings,116.0,,
821,"Fri, Feb 19, 2016",10:30 pm,Box Score,Boston Celtics,93.0,Utah Jazz,111.0,,
822,"Fri, Feb 19, 2016",7:00 pm,Box Score,Detroit Pistons,86.0,Washington Wizards,98.0,,
823,"Sat, Feb 20, 2016",7:30 pm,Box Score,Milwaukee Bucks,117.0,Atlanta Hawks,109.0,2OT,
824,"Sat, Feb 20, 2016",8:30 pm,Box Score,Golden State Warriors,115.0,Los Angeles Clippers,112.0,,
825,"Sat, Feb 20, 2016",7:30 pm,Box Score,Washington Wizards,94.0,Miami Heat,114.0,,
826,"Sat, Feb 20, 2016",8:00 pm,Box Score,New York Knicks,103.0,Minnesota Timberwolves,95.0,,
827,"Sun, Feb 21, 2016",6:00 pm,Box Score,Charlotte Hornets,104.0,Brooklyn Nets,96.0,,
828,"Sun, Feb 21, 2016",8:00 pm,Box Score,Los Angeles Lakers,115.0,Chicago Bulls,126.0,,
829,"Sun, Feb 21, 2016",7:00 pm,Box Score,Philadelphia 76ers,103.0,Dallas Mavericks,129.0,,
830,"Sun, Feb 21, 2016",5:00 pm,Box Score,Boston Celtics,121.0,Denver Nuggets,101.0,,
831,"Sun, Feb 21, 2016",3:30 pm,Box Score,New Orleans Pelicans,111.0,Detroit Pistons,106.0,,
832,"Sun, Feb 21, 2016",3:30 pm,Box Score,Cleveland Cavaliers,115.0,Oklahoma City Thunder,92.0,,
833,"Sun, Feb 21, 2016",6:00 pm,Box Score,Indiana Pacers,105.0,Orlando Magic,102.0,,
834,"Sun, Feb 21, 2016",5:00 pm,Box Score,San Antonio Spurs,118.0,Phoenix Suns,111.0,,
835,"Sun, Feb 21, 2016",9:00 pm,Box Score,Utah Jazz,111.0,Portland Trail Blazers,115.0,,
836,"Sun, Feb 21, 2016",6:00 pm,Box Score,Memphis Grizzlies,85.0,Toronto Raptors,98.0,,
837,"Mon, Feb 22, 2016",8:00 pm,Box Score,Golden State Warriors,102.0,Atlanta Hawks,92.0,,
838,"Mon, Feb 22, 2016",7:00 pm,Box Score,Detroit Pistons,96.0,Cleveland Cavaliers,88.0,,
839,"Mon, Feb 22, 2016",10:30 pm,Box Score,Phoenix Suns,84.0,Los Angeles Clippers,124.0,,
840,"Mon, Feb 22, 2016",7:30 pm,Box Score,Indiana Pacers,93.0,Miami Heat,101.0,OT,
841,"Mon, Feb 22, 2016",8:00 pm,Box Score,Los Angeles Lakers,101.0,Milwaukee Bucks,108.0,,
842,"Mon, Feb 22, 2016",8:00 pm,Box Score,Boston Celtics,122.0,Minnesota Timberwolves,124.0,,
843,"Mon, Feb 22, 2016",7:30 pm,Box Score,Toronto Raptors,122.0,New York Knicks,95.0,,
844,"Tue, Feb 23, 2016",9:00 pm,Box Score,Sacramento Kings,114.0,Denver Nuggets,110.0,,
845,"Tue, Feb 23, 2016",7:00 pm,Box Score,Orlando Magic,124.0,Philadelphia 76ers,115.0,,
846,"Tue, Feb 23, 2016",10:00 pm,Box Score,Brooklyn Nets,104.0,Portland Trail Blazers,112.0,,
847,"Tue, Feb 23, 2016",9:00 pm,Box Score,Houston Rockets,114.0,Utah Jazz,117.0,OT,
848,"Tue, Feb 23, 2016",7:00 pm,Box Score,New Orleans Pelicans,89.0,Washington Wizards,109.0,,
849,"Wed, Feb 24, 2016",8:00 pm,Box Score,Washington Wizards,104.0,Chicago Bulls,109.0,,
850,"Wed, Feb 24, 2016",7:00 pm,Box Score,Charlotte Hornets,103.0,Cleveland Cavaliers,114.0,,
851,"Wed, Feb 24, 2016",8:30 pm,Box Score,Oklahoma City Thunder,116.0,Dallas Mavericks,103.0,,
852,"Wed, Feb 24, 2016",7:30 pm,Box Score,Philadelphia 76ers,91.0,Detroit Pistons,111.0,,
853,"Wed, Feb 24, 2016",7:00 pm,Box Score,New York Knicks,105.0,Indiana Pacers,108.0,,
854,"Wed, Feb 24, 2016",10:30 pm,Box Score,Denver Nuggets,87.0,Los Angeles Clippers,81.0,,
855,"Wed, Feb 24, 2016",8:00 pm,Box Score,Los Angeles Lakers,119.0,Memphis Grizzlies,128.0,,
856,"Wed, Feb 24, 2016",7:30 pm,Box Score,Golden State Warriors,118.0,Miami Heat,112.0,,
857,"Wed, Feb 24, 2016",10:30 pm,Box Score,San Antonio Spurs,108.0,Sacramento Kings,92.0,,
858,"Wed, Feb 24, 2016",7:30 pm,Box Score,Minnesota Timberwolves,105.0,Toronto Raptors,114.0,,
859,"Thu, Feb 25, 2016",7:30 pm,Box Score,Milwaukee Bucks,107.0,Boston Celtics,112.0,,
860,"Thu, Feb 25, 2016",8:00 pm,Box Score,Oklahoma City Thunder,119.0,New Orleans Pelicans,123.0,,
861,"Thu, Feb 25, 2016",7:00 pm,Box Score,Golden State Warriors,130.0,Orlando Magic,114.0,,
862,"Thu, Feb 25, 2016",9:00 pm,Box Score,Brooklyn Nets,116.0,Phoenix Suns,106.0,,
863,"Thu, Feb 25, 2016",10:30 pm,Box Score,Houston Rockets,119.0,Portland Trail Blazers,105.0,,
864,"Thu, Feb 25, 2016",10:30 pm,Box Score,San Antonio Spurs,96.0,Utah Jazz,78.0,,
865,"Fri, Feb 26, 2016",8:00 pm,Box Score,Chicago Bulls,88.0,Atlanta Hawks,103.0,,
866,"Fri, Feb 26, 2016",8:30 pm,Box Score,Denver Nuggets,116.0,Dallas Mavericks,122.0,OT,
867,"Fri, Feb 26, 2016",7:00 pm,Box Score,Charlotte Hornets,96.0,Indiana Pacers,95.0,,
868,"Fri, Feb 26, 2016",10:30 pm,Box Score,Memphis Grizzlies,112.0,Los Angeles Lakers,95.0,,
869,"Fri, Feb 26, 2016",7:30 pm,Box Score,Orlando Magic,95.0,New York Knicks,108.0,,
870,"Fri, Feb 26, 2016",7:00 pm,Box Score,Washington Wizards,103.0,Philadelphia 76ers,94.0,,
871,"Fri, Feb 26, 2016",10:00 pm,Box Score,Los Angeles Clippers,117.0,Sacramento Kings,107.0,,
872,"Fri, Feb 26, 2016",7:30 pm,Box Score,Cleveland Cavaliers,97.0,Toronto Raptors,99.0,,
873,"Sat, Feb 27, 2016",3:00 pm,Box Score,Miami Heat,89.0,Boston Celtics,101.0,,
874,"Sat, Feb 27, 2016",8:00 pm,Box Score,Portland Trail Blazers,103.0,Chicago Bulls,95.0,,
875,"Sat, Feb 27, 2016",8:00 pm,Box Score,San Antonio Spurs,104.0,Houston Rockets,94.0,,
876,"Sat, Feb 27, 2016",8:30 pm,Box Score,Detroit Pistons,102.0,Milwaukee Bucks,91.0,,
877,"Sat, Feb 27, 2016",7:00 pm,Box Score,Minnesota Timberwolves,112.0,New Orleans Pelicans,110.0,,
878,"Sat, Feb 27, 2016",8:30 pm,Box Score,Golden State Warriors,121.0,Oklahoma City Thunder,118.0,OT,
879,"Sat, Feb 27, 2016",9:30 pm,Box Score,Memphis Grizzlies,106.0,Phoenix Suns,111.0,,
880,"Sat, Feb 27, 2016",9:30 pm,Box Score,Brooklyn Nets,98.0,Utah Jazz,96.0,,
881,"Sun, Feb 28, 2016",3:30 pm,Box Score,Charlotte Hornets,76.0,Atlanta Hawks,87.0,,
882,"Sun, Feb 28, 2016",7:00 pm,Box Score,Minnesota Timberwolves,101.0,Dallas Mavericks,128.0,,
883,"Sun, Feb 28, 2016",6:00 pm,Box Score,Toronto Raptors,101.0,Detroit Pistons,114.0,,
884,"Sun, Feb 28, 2016",6:00 pm,Box Score,Portland Trail Blazers,111.0,Indiana Pacers,102.0,,
885,"Sun, Feb 28, 2016",7:30 pm,Box Score,Miami Heat,98.0,New York Knicks,81.0,,
886,"Sun, Feb 28, 2016",6:00 pm,Box Score,Philadelphia 76ers,116.0,Orlando Magic,130.0,,
887,"Sun, Feb 28, 2016",1:00 pm,Box Score,Cleveland Cavaliers,99.0,Washington Wizards,113.0,,
888,"Mon, Feb 29, 2016",7:30 pm,Box Score,Utah Jazz,95.0,Boston Celtics,100.0,,
889,"Mon, Feb 29, 2016",7:00 pm,Box Score,Indiana Pacers,96.0,Cleveland Cavaliers,100.0,,
890,"Mon, Feb 29, 2016",9:00 pm,Box Score,Memphis Grizzlies,103.0,Denver Nuggets,96.0,,
891,"Mon, Feb 29, 2016",10:30 pm,Box Score,Brooklyn Nets,95.0,Los Angeles Clippers,105.0,,
892,"Mon, Feb 29, 2016",8:00 pm,Box Score,Houston Rockets,121.0,Milwaukee Bucks,128.0,,
893,"Mon, Feb 29, 2016",10:00 pm,Box Score,Oklahoma City Thunder,131.0,Sacramento Kings,116.0,,
894,"Mon, Feb 29, 2016",7:00 pm,Box Score,Philadelphia 76ers,108.0,Washington Wizards,116.0,,
895,March,,,,,,,,
896,"Tue, Mar 1, 2016",7:00 pm,Box Score,Phoenix Suns,92.0,Charlotte Hornets,126.0,,
897,"Tue, Mar 1, 2016",8:30 pm,Box Score,Orlando Magic,108.0,Dallas Mavericks,121.0,,
898,"Tue, Mar 1, 2016",10:30 pm,Box Score,Atlanta Hawks,105.0,Golden State Warriors,109.0,OT,
899,"Tue, Mar 1, 2016",10:30 pm,Box Score,Brooklyn Nets,101.0,Los Angeles Lakers,107.0,,
900,"Tue, Mar 1, 2016",7:30 pm,Box Score,Chicago Bulls,111.0,Miami Heat,129.0,,
901,"Tue, Mar 1, 2016",7:30 pm,Box Score,Portland Trail Blazers,104.0,New York Knicks,85.0,,
902,"Wed, Mar 2, 2016",7:30 pm,Box Score,Portland Trail Blazers,93.0,Boston Celtics,116.0,,
903,"Wed, Mar 2, 2016",9:00 pm,Box Score,Los Angeles Lakers,107.0,Denver Nuggets,117.0,,
904,"Wed, Mar 2, 2016",8:00 pm,Box Score,New Orleans Pelicans,95.0,Houston Rockets,100.0,,
905,"Wed, Mar 2, 2016",10:30 pm,Box Score,Oklahoma City Thunder,98.0,Los Angeles Clippers,103.0,,
906,"Wed, Mar 2, 2016",8:00 pm,Box Score,Sacramento Kings,98.0,Memphis Grizzlies,104.0,,
907,"Wed, Mar 2, 2016",8:00 pm,Box Score,Indiana Pacers,104.0,Milwaukee Bucks,99.0,,
908,"Wed, Mar 2, 2016",8:00 pm,Box Score,Washington Wizards,104.0,Minnesota Timberwolves,98.0,,
909,"Wed, Mar 2, 2016",7:00 pm,Box Score,Chicago Bulls,89.0,Orlando Magic,102.0,,
910,"Wed, Mar 2, 2016",7:00 pm,Box Score,Charlotte Hornets,119.0,Philadelphia 76ers,99.0,,
911,"Wed, Mar 2, 2016",8:00 pm,Box Score,Detroit Pistons,81.0,San Antonio Spurs,97.0,,
912,"Wed, Mar 2, 2016",7:30 pm,Box Score,Utah Jazz,94.0,Toronto Raptors,104.0,,
913,"Thu, Mar 3, 2016",8:30 pm,Box Score,Sacramento Kings,104.0,Dallas Mavericks,101.0,,
914,"Thu, Mar 3, 2016",10:30 pm,Box Score,Oklahoma City Thunder,106.0,Golden State Warriors,121.0,,
915,"Thu, Mar 3, 2016",7:30 pm,Box Score,Phoenix Suns,92.0,Miami Heat,108.0,,
916,"Thu, Mar 3, 2016",8:00 pm,Box Score,San Antonio Spurs,94.0,New Orleans Pelicans,86.0,,
917,"Fri, Mar 4, 2016",7:30 pm,Box Score,New York Knicks,104.0,Boston Celtics,105.0,,
918,"Fri, Mar 4, 2016",7:00 pm,Box Score,Indiana Pacers,101.0,Charlotte Hornets,108.0,,
919,"Fri, Mar 4, 2016",8:00 pm,Box Score,Washington Wizards,83.0,Cleveland Cavaliers,108.0,,
920,"Fri, Mar 4, 2016",9:00 pm,Box Score,Brooklyn Nets,121.0,Denver Nuggets,120.0,OT,
921,"Fri, Mar 4, 2016",10:30 pm,Box Score,Atlanta Hawks,106.0,Los Angeles Lakers,77.0,,
922,"Fri, Mar 4, 2016",8:00 pm,Box Score,Utah Jazz,88.0,Memphis Grizzlies,94.0,,
923,"Fri, Mar 4, 2016",8:00 pm,Box Score,Minnesota Timberwolves,101.0,Milwaukee Bucks,116.0,,
924,"Fri, Mar 4, 2016",7:00 pm,Box Score,Phoenix Suns,102.0,Orlando Magic,84.0,,
925,"Fri, Mar 4, 2016",7:00 pm,Box Score,Miami Heat,112.0,Philadelphia 76ers,102.0,,
926,"Fri, Mar 4, 2016",7:30 pm,Box Score,Portland Trail Blazers,115.0,Toronto Raptors,117.0,,
927,"Sat, Mar 5, 2016",8:30 pm,Box Score,Houston Rockets,100.0,Chicago Bulls,108.0,,
928,"Sat, Mar 5, 2016",7:00 pm,Box Score,Boston Celtics,103.0,Cleveland Cavaliers,120.0,,
929,"Sat, Mar 5, 2016",10:30 pm,Box Score,Atlanta Hawks,107.0,Los Angeles Clippers,97.0,,
930,"Sat, Mar 5, 2016",8:00 pm,Box Score,Brooklyn Nets,118.0,Minnesota Timberwolves,132.0,,
931,"Sat, Mar 5, 2016",7:00 pm,Box Score,Utah Jazz,106.0,New Orleans Pelicans,94.0,,
932,"Sat, Mar 5, 2016",7:00 pm,Box Score,Detroit Pistons,89.0,New York Knicks,102.0,,
933,"Sat, Mar 5, 2016",8:30 pm,Box Score,Sacramento Kings,94.0,San Antonio Spurs,104.0,,
934,"Sat, Mar 5, 2016",7:00 pm,Box Score,Indiana Pacers,100.0,Washington Wizards,99.0,,
935,"Sun, Mar 6, 2016",5:00 pm,Box Score,Dallas Mavericks,114.0,Denver Nuggets,116.0,OT,
936,"Sun, Mar 6, 2016",6:00 pm,Box Score,Portland Trail Blazers,103.0,Detroit Pistons,123.0,,
937,"Sun, Mar 6, 2016",3:30 pm,Box Score,Golden State Warriors,95.0,Los Angeles Lakers,112.0,,
938,"Sun, Mar 6, 2016",4:00 pm,Box Score,Phoenix Suns,109.0,Memphis Grizzlies,100.0,,
939,"Sun, Mar 6, 2016",6:00 pm,Box Score,Philadelphia 76ers,98.0,Miami Heat,103.0,,
940,"Sun, Mar 6, 2016",3:30 pm,Box Score,Oklahoma City Thunder,104.0,Milwaukee Bucks,96.0,,
941,"Sun, Mar 6, 2016",6:30 pm,Box Score,Houston Rockets,113.0,Toronto Raptors,107.0,,
942,"Mon, Mar 7, 2016",8:00 pm,Box Score,Milwaukee Bucks,90.0,Chicago Bulls,100.0,,
943,"Mon, Mar 7, 2016",7:00 pm,Box Score,Minnesota Timberwolves,103.0,Charlotte Hornets,108.0,,
944,"Mon, Mar 7, 2016",7:00 pm,Box Score,Memphis Grizzlies,106.0,Cleveland Cavaliers,103.0,,
945,"Mon, Mar 7, 2016",8:30 pm,Box Score,Los Angeles Clippers,109.0,Dallas Mavericks,90.0,,
946,"Mon, Mar 7, 2016",10:30 pm,Box Score,Orlando Magic,113.0,Golden State Warriors,119.0,,
947,"Mon, Mar 7, 2016",7:00 pm,Box Score,San Antonio Spurs,91.0,Indiana Pacers,99.0,,
948,"Mon, Mar 7, 2016",8:00 pm,Box Score,Sacramento Kings,112.0,New Orleans Pelicans,115.0,,
949,"Tue, Mar 8, 2016",9:00 pm,Box Score,New York Knicks,94.0,Denver Nuggets,110.0,,
950,"Tue, Mar 8, 2016",10:30 pm,Box Score,Orlando Magic,98.0,Los Angeles Lakers,107.0,,
951,"Tue, Mar 8, 2016",8:00 pm,Box Score,San Antonio Spurs,116.0,Minnesota Timberwolves,91.0,,
952,"Tue, Mar 8, 2016",10:00 pm,Box Score,Washington Wizards,109.0,Portland Trail Blazers,116.0,OT,
953,"Tue, Mar 8, 2016",7:30 pm,Box Score,Brooklyn Nets,99.0,Toronto Raptors,104.0,,
954,"Tue, Mar 8, 2016",9:00 pm,Box Score,Atlanta Hawks,91.0,Utah Jazz,84.0,,
955,"Wed, Mar 9, 2016",7:00 pm,Box Score,Memphis Grizzlies,96.0,Boston Celtics,116.0,,
956,"Wed, Mar 9, 2016",7:00 pm,Box Score,New Orleans Pelicans,113.0,Charlotte Hornets,122.0,,
957,"Wed, Mar 9, 2016",8:30 pm,Box Score,Detroit Pistons,102.0,Dallas Mavericks,96.0,,
958,"Wed, Mar 9, 2016",10:30 pm,Box Score,Utah Jazz,94.0,Golden State Warriors,115.0,,
959,"Wed, Mar 9, 2016",8:00 pm,Box Score,Miami Heat,108.0,Milwaukee Bucks,114.0,,
960,"Wed, Mar 9, 2016",9:30 pm,Box Score,Los Angeles Clippers,108.0,Oklahoma City Thunder,120.0,,
961,"Wed, Mar 9, 2016",7:00 pm,Box Score,Houston Rockets,118.0,Philadelphia 76ers,104.0,,
962,"Wed, Mar 9, 2016",9:00 pm,Box Score,New York Knicks,128.0,Phoenix Suns,97.0,,
963,"Wed, Mar 9, 2016",10:00 pm,Box Score,Cleveland Cavaliers,120.0,Sacramento Kings,111.0,,
964,"Thu, Mar 10, 2016",9:00 pm,Box Score,Phoenix Suns,98.0,Denver Nuggets,116.0,,
965,"Thu, Mar 10, 2016",10:30 pm,Box Score,Cleveland Cavaliers,120.0,Los Angeles Lakers,108.0,,
966,"Thu, Mar 10, 2016",8:00 pm,Box Score,Chicago Bulls,101.0,San Antonio Spurs,109.0,,
967,"Thu, Mar 10, 2016",7:30 pm,Box Score,Atlanta Hawks,96.0,Toronto Raptors,104.0,,
968,"Fri, Mar 11, 2016",7:30 pm,Box Score,Houston Rockets,102.0,Boston Celtics,98.0,,
969,"Fri, Mar 11, 2016",8:00 pm,Box Score,Miami Heat,118.0,Chicago Bulls,96.0,,
970,"Fri, Mar 11, 2016",7:00 pm,Box Score,Detroit Pistons,103.0,Charlotte Hornets,118.0,,
971,"Fri, Mar 11, 2016",10:30 pm,Box Score,Portland Trail Blazers,112.0,Golden State Warriors,128.0,,
972,"Fri, Mar 11, 2016",10:30 pm,Box Score,New York Knicks,94.0,Los Angeles Clippers,101.0,,
973,"Fri, Mar 11, 2016",8:00 pm,Box Score,New Orleans Pelicans,114.0,Memphis Grizzlies,121.0,OT,
974,"Fri, Mar 11, 2016",8:00 pm,Box Score,Minnesota Timberwolves,99.0,Oklahoma City Thunder,96.0,,
975,"Fri, Mar 11, 2016",7:00 pm,Box Score,Brooklyn Nets,89.0,Philadelphia 76ers,95.0,,
976,"Fri, Mar 11, 2016",10:00 pm,Box Score,Orlando Magic,107.0,Sacramento Kings,100.0,,
977,"Fri, Mar 11, 2016",9:00 pm,Box Score,Washington Wizards,93.0,Utah Jazz,114.0,,
978,"Sat, Mar 12, 2016",7:30 pm,Box Score,Memphis Grizzlies,83.0,Atlanta Hawks,95.0,,
979,"Sat, Mar 12, 2016",7:00 pm,Box Score,Houston Rockets,109.0,Charlotte Hornets,125.0,,
980,"Sat, Mar 12, 2016",2:00 pm,Box Score,Indiana Pacers,112.0,Dallas Mavericks,105.0,,
981,"Sat, Mar 12, 2016",9:30 pm,Box Score,Washington Wizards,100.0,Denver Nuggets,116.0,,
982,"Sat, Mar 12, 2016",10:30 pm,Box Score,Phoenix Suns,116.0,Golden State Warriors,123.0,,
983,"Sat, Mar 12, 2016",7:30 pm,Box Score,New Orleans Pelicans,92.0,Milwaukee Bucks,103.0,,
984,"Sat, Mar 12, 2016",7:00 pm,Box Score,Detroit Pistons,125.0,Philadelphia 76ers,111.0,,
985,"Sat, Mar 12, 2016",10:30 pm,Box Score,Orlando Magic,84.0,Portland Trail Blazers,121.0,,
986,"Sat, Mar 12, 2016",8:30 pm,Box Score,Oklahoma City Thunder,85.0,San Antonio Spurs,93.0,,
987,"Sat, Mar 12, 2016",7:00 pm,Box Score,Miami Heat,104.0,Toronto Raptors,112.0,OT,
988,"Sun, Mar 13, 2016",6:00 pm,Box Score,Indiana Pacers,75.0,Atlanta Hawks,104.0,,
989,"Sun, Mar 13, 2016",8:00 pm,Box Score,Milwaukee Bucks,109.0,Brooklyn Nets,100.0,,
990,"Sun, Mar 13, 2016",3:30 pm,Box Score,Cleveland Cavaliers,114.0,Los Angeles Clippers,90.0,,
991,"Sun, Mar 13, 2016",9:30 pm,Box Score,New York Knicks,90.0,Los Angeles Lakers,87.0,,
992,"Sun, Mar 13, 2016",6:00 pm,Box Score,Utah Jazz,108.0,Sacramento Kings,99.0,,
993,"Mon, Mar 14, 2016",7:00 pm,Box Score,Dallas Mavericks,107.0,Charlotte Hornets,96.0,,
994,"Mon, Mar 14, 2016",10:30 pm,Box Score,New Orleans Pelicans,107.0,Golden State Warriors,125.0,,
995,"Mon, Mar 14, 2016",8:00 pm,Box Score,Memphis Grizzlies,81.0,Houston Rockets,130.0,,
996,"Mon, Mar 14, 2016",7:30 pm,Box Score,Denver Nuggets,119.0,Miami Heat,124.0,,
997,"Mon, Mar 14, 2016",8:00 pm,Box Score,Portland Trail Blazers,94.0,Oklahoma City Thunder,128.0,,
998,"Mon, Mar 14, 2016",10:00 pm,Box Score,Minnesota Timberwolves,104.0,Phoenix Suns,107.0,,
999,"Mon, Mar 14, 2016",7:30 pm,Box Score,Chicago Bulls,109.0,Toronto Raptors,107.0,,
1000,"Mon, Mar 14, 2016",10:30 pm,Box Score,Cleveland Cavaliers,85.0,Utah Jazz,94.0,,
1001,"Mon, Mar 14, 2016",8:00 pm,Box Score,Detroit Pistons,81.0,Washington Wizards,124.0,,
1002,"Tue, Mar 15, 2016",7:30 pm,Box Score,Philadelphia 76ers,114.0,Brooklyn Nets,131.0,,
1003,"Tue, Mar 15, 2016",7:00 pm,Box Score,Boston Celtics,98.0,Indiana Pacers,103.0,,
1004,"Tue, Mar 15, 2016",10:30 pm,Box Score,Sacramento Kings,106.0,Los Angeles Lakers,98.0,,
1005,"Tue, Mar 15, 2016",8:00 pm,Box Score,Toronto Raptors,107.0,Milwaukee Bucks,89.0,,
1006,"Tue, Mar 15, 2016",7:00 pm,Box Score,Denver Nuggets,110.0,Orlando Magic,116.0,,
1007,"Tue, Mar 15, 2016",8:30 pm,Box Score,Los Angeles Clippers,87.0,San Antonio Spurs,108.0,,
1008,"Wed, Mar 16, 2016",7:00 pm,Box Score,Oklahoma City Thunder,130.0,Boston Celtics,109.0,,
1009,"Wed, Mar 16, 2016",7:00 pm,Box Score,Orlando Magic,99.0,Charlotte Hornets,107.0,,
1010,"Wed, Mar 16, 2016",7:00 pm,Box Score,Dallas Mavericks,98.0,Cleveland Cavaliers,99.0,,
1011,"Wed, Mar 16, 2016",7:30 pm,Box Score,Atlanta Hawks,118.0,Detroit Pistons,114.0,,
1012,"Wed, Mar 16, 2016",10:30 pm,Box Score,New York Knicks,85.0,Golden State Warriors,121.0,,
1013,"Wed, Mar 16, 2016",9:30 pm,Box Score,Los Angeles Clippers,122.0,Houston Rockets,106.0,,
1014,"Wed, Mar 16, 2016",8:00 pm,Box Score,Minnesota Timberwolves,114.0,Memphis Grizzlies,108.0,,
1015,"Wed, Mar 16, 2016",10:00 pm,Box Score,New Orleans Pelicans,123.0,Sacramento Kings,108.0,,
1016,"Wed, Mar 16, 2016",7:00 pm,Box Score,Chicago Bulls,96.0,Washington Wizards,117.0,,
1017,"Thu, Mar 17, 2016",8:00 pm,Box Score,Denver Nuggets,98.0,Atlanta Hawks,116.0,,
1018,"Thu, Mar 17, 2016",8:00 pm,Box Score,Brooklyn Nets,102.0,Chicago Bulls,118.0,,
1019,"Thu, Mar 17, 2016",7:00 pm,Box Score,Toronto Raptors,101.0,Indiana Pacers,94.0,OT,
1020,"Thu, Mar 17, 2016",7:30 pm,Box Score,Charlotte Hornets,109.0,Miami Heat,106.0,,
1021,"Thu, Mar 17, 2016",8:00 pm,Box Score,Memphis Grizzlies,86.0,Milwaukee Bucks,96.0,,
1022,"Thu, Mar 17, 2016",7:00 pm,Box Score,Washington Wizards,99.0,Philadelphia 76ers,94.0,,
1023,"Thu, Mar 17, 2016",8:30 pm,Box Score,Portland Trail Blazers,110.0,San Antonio Spurs,118.0,,
1024,"Thu, Mar 17, 2016",9:00 pm,Box Score,Phoenix Suns,69.0,Utah Jazz,103.0,,
