,Date,Start (ET),Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes
308,"Mon, Dec 7, 2015",7:30 pm,Box Score,Washington Wizards,114.0,Miami Heat,103.0,,
309,"Mon, Dec 7, 2015",8:00 pm,Box Score,Portland Trail Blazers,88.0,Milwaukee Bucks,90.0,,
310,"Mon, Dec 7, 2015",8:00 pm,Box Score,Los Angeles Clippers,110.0,Minnesota Timberwolves,106.0,,
311,"Mon, Dec 7, 2015",8:00 pm,Box Score,Boston Celtics,111.0,New Orleans Pelicans,93.0,,
312,"Mon, Dec 7, 2015",7:30 pm,Box Score,Dallas Mavericks,104.0,New York Knicks,97.0,,
313,"Mon, Dec 7, 2015",7:00 pm,Box Score,San Antonio Spurs,119.0,Philadelphia 76ers,68.0,,
314,"Mon, Dec 7, 2015",7:30 pm,Box Score,Los Angeles Lakers,93.0,Toronto Raptors,102.0,,
315,"Tue, Dec 8, 2015",7:30 pm,Box Score,Houston Rockets,105.0,Brooklyn Nets,110.0,,
316,"Tue, Dec 8, 2015",7:00 pm,Box Score,Portland Trail Blazers,100.0,Cleveland Cavaliers,105.0,,
317,"Tue, Dec 8, 2015",9:00 pm,Box Score,Orlando Magic,85.0,Denver Nuggets,74.0,,
318,"Tue, Dec 8, 2015",7:00 pm,Box Score,Golden State Warriors,131.0,Indiana Pacers,123.0,,
319,"Tue, Dec 8, 2015",8:00 pm,Box Score,Oklahoma City Thunder,125.0,Memphis Grizzlies,88.0,,
320,"Tue, Dec 8, 2015",10:00 pm,Box Score,Utah Jazz,106.0,Sacramento Kings,114.0,,
321,"Wed, Dec 9, 2015",7:00 pm,Box Score,Chicago Bulls,100.0,Boston Celtics,105.0,,
322,"Wed, Dec 9, 2015",7:00 pm,Box Score,Miami Heat,81.0,Charlotte Hornets,99.0,,
323,"Wed, Dec 9, 2015",9:30 pm,Box Score,Atlanta Hawks,98.0,Dallas Mavericks,95.0,,
324,"Wed, Dec 9, 2015",7:30 pm,Box Score,Memphis Grizzlies,93.0,Detroit Pistons,92.0,,
325,"Wed, Dec 9, 2015",8:00 pm,Box Score,Los Angeles Clippers,109.0,Milwaukee Bucks,95.0,,
326,"Wed, Dec 9, 2015",8:00 pm,Box Score,Los Angeles Lakers,122.0,Minnesota Timberwolves,123.0,OT,
327,"Wed, Dec 9, 2015",9:00 pm,Box Score,Orlando Magic,104.0,Phoenix Suns,107.0,,
328,"Wed, Dec 9, 2015",7:30 pm,Box Score,San Antonio Spurs,94.0,Toronto Raptors,97.0,,
329,"Wed, Dec 9, 2015",9:00 pm,Box Score,New York Knicks,85.0,Utah Jazz,106.0,,
330,"Wed, Dec 9, 2015",7:00 pm,Box Score,Houston Rockets,109.0,Washington Wizards,103.0,,
331,"Thu, Dec 10, 2015",7:30 pm,Box Score,Philadelphia 76ers,91.0,Brooklyn Nets,100.0,,
332,"Thu, Dec 10, 2015",8:00 pm,Box Score,Los Angeles Clippers,80.0,Chicago Bulls,83.0,,
333,"Thu, Dec 10, 2015",8:00 pm,Box Score,Atlanta Hawks,94.0,Oklahoma City Thunder,107.0,,
334,"Thu, Dec 10, 2015",10:30 pm,Box Score,New York Knicks,97.0,Sacramento Kings,99.0,,
335,"Fri, Dec 11, 2015",7:30 pm,Box Score,Golden State Warriors,124.0,Boston Celtics,119.0,2OT,
336,"Fri, Dec 11, 2015",9:00 pm,Box Score,Minnesota Timberwolves,108.0,Denver Nuggets,111.0,OT,
337,"Fri, Dec 11, 2015",7:00 pm,Box Score,Miami Heat,83.0,Indiana Pacers,96.0,,
338,"Fri, Dec 11, 2015",8:00 pm,Box Score,Charlotte Hornets,123.0,Memphis Grizzlies,99.0,,
339,"Fri, Dec 11, 2015",8:00 pm,Box Score,Washington Wizards,105.0,New Orleans Pelicans,107.0,,
340,"Fri, Dec 11, 2015",7:00 pm,Box Score,Cleveland Cavaliers,111.0,Orlando Magic,76.0,,
341,"Fri, Dec 11, 2015",7:00 pm,Box Score,Detroit Pistons,107.0,Philadelphia 76ers,95.0,,
342,"Fri, Dec 11, 2015",9:30 pm,Box Score,Portland Trail Blazers,106.0,Phoenix Suns,96.0,,
343,"Fri, Dec 11, 2015",9:30 pm,Box Score,Los Angeles Lakers,87.0,San Antonio Spurs,109.0,,
344,"Fri, Dec 11, 2015",7:30 pm,Box Score,Milwaukee Bucks,83.0,Toronto Raptors,90.0,,
345,"Fri, Dec 11, 2015",9:00 pm,Box Score,Oklahoma City Thunder,94.0,Utah Jazz,90.0,,
346,"Sat, Dec 12, 2015",8:00 pm,Box Score,San Antonio Spurs,103.0,Atlanta Hawks,78.0,,
347,"Sat, Dec 12, 2015",5:00 pm,Box Score,Los Angeles Clippers,105.0,Brooklyn Nets,100.0,,
348,"Sat, Dec 12, 2015",8:00 pm,Box Score,New Orleans Pelicans,94.0,Chicago Bulls,98.0,,
349,"Sat, Dec 12, 2015",7:00 pm,Box Score,Boston Celtics,98.0,Charlotte Hornets,93.0,,
350,"Sat, Dec 12, 2015",8:30 pm,Box Score,Washington Wizards,114.0,Dallas Mavericks,111.0,,
351,"Sat, Dec 12, 2015",7:30 pm,Box Score,Indiana Pacers,96.0,Detroit Pistons,118.0,,
352,"Sat, Dec 12, 2015",8:00 pm,Box Score,Los Angeles Lakers,97.0,Houston Rockets,126.0,,
353,"Sat, Dec 12, 2015",8:30 pm,Box Score,Golden State Warriors,95.0,Milwaukee Bucks,108.0,,
354,"Sat, Dec 12, 2015",10:00 pm,Box Score,New York Knicks,112.0,Portland Trail Blazers,110.0,,
355,"Sun, Dec 13, 2015",6:00 pm,Box Score,Memphis Grizzlies,97.0,Miami Heat,100.0,,
356,"Sun, Dec 13, 2015",7:00 pm,Box Score,Utah Jazz,98.0,Oklahoma City Thunder,104.0,OT,
357,"Sun, Dec 13, 2015",3:30 pm,Box Score,Minnesota Timberwolves,101.0,Phoenix Suns,108.0,,
358,"Sun, Dec 13, 2015",6:00 pm,Box Score,Philadelphia 76ers,76.0,Toronto Raptors,96.0,,
359,"Mon, Dec 14, 2015",8:00 pm,Box Score,Miami Heat,100.0,Atlanta Hawks,88.0,,
360,"Mon, Dec 14, 2015",7:30 pm,Box Score,Orlando Magic,105.0,Brooklyn Nets,82.0,,
361,"Mon, Dec 14, 2015",8:00 pm,Box Score,Philadelphia 76ers,96.0,Chicago Bulls,115.0,,
362,"Mon, Dec 14, 2015",8:30 pm,Box Score,Phoenix Suns,94.0,Dallas Mavericks,104.0,,
363,"Mon, Dec 14, 2015",9:00 pm,Box Score,Houston Rockets,108.0,Denver Nuggets,114.0,,
364,"Mon, Dec 14, 2015",7:30 pm,Box Score,Los Angeles Clippers,105.0,Detroit Pistons,103.0,OT,
365,"Mon, Dec 14, 2015",7:00 pm,Box Score,Toronto Raptors,90.0,Indiana Pacers,106.0,,
366,"Mon, Dec 14, 2015",8:00 pm,Box Score,Washington Wizards,95.0,Memphis Grizzlies,112.0,,
367,"Mon, Dec 14, 2015",10:00 pm,Box Score,New Orleans Pelicans,101.0,Portland Trail Blazers,105.0,,
368,"Mon, Dec 14, 2015",8:30 pm,Box Score,Utah Jazz,81.0,San Antonio Spurs,118.0,,
369,"Tue, Dec 15, 2015",7:30 pm,Box Score,Cleveland Cavaliers,89.0,Boston Celtics,77.0,,
370,"Tue, Dec 15, 2015",10:30 pm,Box Score,Milwaukee Bucks,95.0,Los Angeles Lakers,113.0,,
371,"Tue, Dec 15, 2015",8:00 pm,Box Score,Denver Nuggets,112.0,Minnesota Timberwolves,100.0,,
372,"Tue, Dec 15, 2015",10:00 pm,Box Score,Houston Rockets,97.0,Sacramento Kings,107.0,,
373,"Wed, Dec 16, 2015",8:00 pm,Box Score,Philadelphia 76ers,106.0,Atlanta Hawks,127.0,,
374,"Wed, Dec 16, 2015",7:30 pm,Box Score,Miami Heat,104.0,Brooklyn Nets,98.0,,
375,"Wed, Dec 16, 2015",8:00 pm,Box Score,Memphis Grizzlies,85.0,Chicago Bulls,98.0,,
376,"Wed, Dec 16, 2015",7:30 pm,Box Score,Boston Celtics,116.0,Detroit Pistons,119.0,,
377,"Wed, Dec 16, 2015",10:30 pm,Box Score,Phoenix Suns,103.0,Golden State Warriors,128.0,,
378,"Wed, Dec 16, 2015",7:00 pm,Box Score,Dallas Mavericks,81.0,Indiana Pacers,107.0,,
379,"Wed, Dec 16, 2015",10:30 pm,Box Score,Milwaukee Bucks,90.0,Los Angeles Clippers,103.0,,
380,"Wed, Dec 16, 2015",7:30 pm,Box Score,Minnesota Timberwolves,102.0,New York Knicks,107.0,,
381,"Wed, Dec 16, 2015",8:00 pm,Box Score,Portland Trail Blazers,90.0,Oklahoma City Thunder,106.0,,
382,"Wed, Dec 16, 2015",7:00 pm,Box Score,Charlotte Hornets,98.0,Orlando Magic,113.0,,
383,"Wed, Dec 16, 2015",8:30 pm,Box Score,Washington Wizards,95.0,San Antonio Spurs,114.0,,
384,"Wed, Dec 16, 2015",9:00 pm,Box Score,New Orleans Pelicans,104.0,Utah Jazz,94.0,,
385,"Thu, Dec 17, 2015",7:00 pm,Box Score,Toronto Raptors,99.0,Charlotte Hornets,109.0,OT,
386,"Thu, Dec 17, 2015",8:00 pm,Box Score,Oklahoma City Thunder,100.0,Cleveland Cavaliers,104.0,,
387,"Thu, Dec 17, 2015",10:30 pm,Box Score,Houston Rockets,107.0,Los Angeles Lakers,87.0,,
388,"Fri, Dec 18, 2015",7:30 pm,Box Score,Atlanta Hawks,109.0,Boston Celtics,101.0,,
389,"Fri, Dec 18, 2015",8:00 pm,Box Score,Detroit Pistons,147.0,Chicago Bulls,144.0,4OT,
390,"Fri, Dec 18, 2015",8:30 pm,Box Score,Memphis Grizzlies,88.0,Dallas Mavericks,97.0,,
391,"Fri, Dec 18, 2015",10:30 pm,Box Score,Milwaukee Bucks,112.0,Golden State Warriors,121.0,,
392,"Fri, Dec 18, 2015",7:00 pm,Box Score,Brooklyn Nets,97.0,Indiana Pacers,104.0,,
393,"Fri, Dec 18, 2015",8:00 pm,Box Score,Toronto Raptors,108.0,Miami Heat,94.0,,
394,"Fri, Dec 18, 2015",8:00 pm,Box Score,Sacramento Kings,95.0,Minnesota Timberwolves,99.0,,
395,"Fri, Dec 18, 2015",7:00 pm,Box Score,Portland Trail Blazers,94.0,Orlando Magic,102.0,,
396,"Fri, Dec 18, 2015",7:00 pm,Box Score,New York Knicks,107.0,Philadelphia 76ers,97.0,,
397,"Fri, Dec 18, 2015",10:30 pm,Box Score,New Orleans Pelicans,88.0,Phoenix Suns,104.0,,
398,"Fri, Dec 18, 2015",8:00 pm,Box Score,Los Angeles Clippers,107.0,San Antonio Spurs,115.0,,
399,"Fri, Dec 18, 2015",9:00 pm,Box Score,Denver Nuggets,88.0,Utah Jazz,97.0,,
400,"Sat, Dec 19, 2015",8:00 pm,Box Score,Los Angeles Clippers,97.0,Houston Rockets,107.0,,
401,"Sat, Dec 19, 2015",8:00 pm,Box Score,Indiana Pacers,84.0,Memphis Grizzlies,96.0,,
402,"Sat, Dec 19, 2015",7:30 pm,Box Score,Chicago Bulls,91.0,New York Knicks,107.0,,
403,"Sat, Dec 19, 2015",5:00 pm,Box Score,Los Angeles Lakers,78.0,Oklahoma City Thunder,118.0,,
404,"Sat, Dec 19, 2015",7:00 pm,Box Score,Charlotte Hornets,101.0,Washington Wizards,109.0,,
405,"Sun, Dec 20, 2015",1:00 pm,Box Score,Minnesota Timberwolves,100.0,Brooklyn Nets,85.0,,
406,"Sun, Dec 20, 2015",3:30 pm,Box Score,Philadelphia 76ers,86.0,Cleveland Cavaliers,108.0,,
407,"Sun, Dec 20, 2015",8:00 pm,Box Score,New Orleans Pelicans,130.0,Denver Nuggets,125.0,,
408,"Sun, Dec 20, 2015",1:00 pm,Box Score,Portland Trail Blazers,109.0,Miami Heat,116.0,,
409,"Sun, Dec 20, 2015",6:00 pm,Box Score,Atlanta Hawks,103.0,Orlando Magic,100.0,,
410,"Sun, Dec 20, 2015",5:00 pm,Box Score,Milwaukee Bucks,101.0,Phoenix Suns,95.0,,
411,"Sun, Dec 20, 2015",6:00 pm,Box Score,Sacramento Kings,104.0,Toronto Raptors,94.0,,
412,"Mon, Dec 21, 2015",8:00 pm,Box Score,Portland Trail Blazers,97.0,Atlanta Hawks,106.0,,
413,"Mon, Dec 21, 2015",7:30 pm,Box Score,Minnesota Timberwolves,99.0,Boston Celtics,113.0,,
414,"Mon, Dec 21, 2015",8:00 pm,Box Score,Brooklyn Nets,105.0,Chicago Bulls,102.0,,
415,"Mon, Dec 21, 2015",8:00 pm,Box Score,Charlotte Hornets,95.0,Houston Rockets,102.0,,
416,"Mon, Dec 21, 2015",10:30 pm,Box Score,Oklahoma City Thunder,100.0,Los Angeles Clippers,99.0,,
417,"Mon, Dec 21, 2015",7:30 pm,Box Score,Orlando Magic,107.0,New York Knicks,99.0,,
418,"Mon, Dec 21, 2015",8:30 pm,Box Score,Indiana Pacers,92.0,San Antonio Spurs,106.0,,
419,"Mon, Dec 21, 2015",9:00 pm,Box Score,Phoenix Suns,89.0,Utah Jazz,110.0,,
420,"Mon, Dec 21, 2015",7:00 pm,Box Score,Sacramento Kings,99.0,Washington Wizards,113.0,,
421,"Tue, Dec 22, 2015",9:00 pm,Box Score,Los Angeles Lakers,111.0,Denver Nuggets,107.0,,
422,"Tue, Dec 22, 2015",7:30 pm,Box Score,Detroit Pistons,93.0,Miami Heat,92.0,,
423,"Tue, Dec 22, 2015",7:00 pm,Box Score,Memphis Grizzlies,104.0,Philadelphia 76ers,90.0,,
424,"Tue, Dec 22, 2015",7:30 pm,Box Score,Dallas Mavericks,99.0,Toronto Raptors,103.0,,
425,"Wed, Dec 23, 2015",8:00 pm,Box Score,Detroit Pistons,100.0,Atlanta Hawks,107.0,,
426,"Wed, Dec 23, 2015",7:30 pm,Box Score,Dallas Mavericks,119.0,Brooklyn Nets,118.0,OT,
427,"Wed, Dec 23, 2015",7:00 pm,Box Score,Boston Celtics,102.0,Charlotte Hornets,89.0,,
428,"Wed, Dec 23, 2015",7:00 pm,Box Score,New York Knicks,84.0,Cleveland Cavaliers,91.0,,
429,"Wed, Dec 23, 2015",10:30 pm,Box Score,Utah Jazz,85.0,Golden State Warriors,103.0,,
430,"Wed, Dec 23, 2015",7:00 pm,Box Score,Sacramento Kings,108.0,Indiana Pacers,106.0,,
431,"Wed, Dec 23, 2015",10:30 pm,Box Score,Oklahoma City Thunder,120.0,Los Angeles Lakers,85.0,,
432,"Wed, Dec 23, 2015",8:00 pm,Box Score,Philadelphia 76ers,100.0,Milwaukee Bucks,113.0,,
433,"Wed, Dec 23, 2015",8:00 pm,Box Score,San Antonio Spurs,108.0,Minnesota Timberwolves,83.0,,
434,"Wed, Dec 23, 2015",8:00 pm,Box Score,Portland Trail Blazers,89.0,New Orleans Pelicans,115.0,,
435,"Wed, Dec 23, 2015",7:00 pm,Box Score,Houston Rockets,101.0,Orlando Magic,104.0,,
436,"Wed, Dec 23, 2015",9:00 pm,Box Score,Denver Nuggets,104.0,Phoenix Suns,96.0,,
437,"Wed, Dec 23, 2015",7:00 pm,Box Score,Memphis Grizzlies,91.0,Washington Wizards,100.0,,
438,"Fri, Dec 25, 2015",5:00 pm,Box Score,Cleveland Cavaliers,83.0,Golden State Warriors,89.0,,
439,"Fri, Dec 25, 2015",8:00 pm,Box Score,San Antonio Spurs,84.0,Houston Rockets,88.0,,
440,"Fri, Dec 25, 2015",10:30 pm,Box Score,Los Angeles Clippers,94.0,Los Angeles Lakers,84.0,,
441,"Fri, Dec 25, 2015",12:00 pm,Box Score,New Orleans Pelicans,88.0,Miami Heat,94.0,OT,
442,"Fri, Dec 25, 2015",2:30 pm,Box Score,Chicago Bulls,105.0,Oklahoma City Thunder,96.0,,
443,"Sat, Dec 26, 2015",7:30 pm,Box Score,New York Knicks,98.0,Atlanta Hawks,117.0,,
444,"Sat, Dec 26, 2015",4:00 pm,Box Score,Washington Wizards,111.0,Brooklyn Nets,96.0,,
445,"Sat, Dec 26, 2015",7:00 pm,Box Score,Memphis Grizzlies,92.0,Charlotte Hornets,98.0,,
446,"Sat, Dec 26, 2015",8:30 pm,Box Score,Chicago Bulls,111.0,Dallas Mavericks,118.0,,
447,"Sat, Dec 26, 2015",7:30 pm,Box Score,Boston Celtics,99.0,Detroit Pistons,93.0,,
448,"Sat, Dec 26, 2015",5:00 pm,Box Score,Toronto Raptors,111.0,Milwaukee Bucks,90.0,,
449,"Sat, Dec 26, 2015",8:00 pm,Box Score,Indiana Pacers,102.0,Minnesota Timberwolves,88.0,,
450,"Sat, Dec 26, 2015",7:00 pm,Box Score,Houston Rockets,108.0,New Orleans Pelicans,110.0,,
451,"Sat, Dec 26, 2015",7:00 pm,Box Score,Miami Heat,108.0,Orlando Magic,101.0,,
452,"Sat, Dec 26, 2015",9:00 pm,Box Score,Philadelphia 76ers,111.0,Phoenix Suns,104.0,,
453,"Sat, Dec 26, 2015",10:00 pm,Box Score,Cleveland Cavaliers,76.0,Portland Trail Blazers,105.0,,
454,"Sat, Dec 26, 2015",8:30 pm,Box Score,Denver Nuggets,86.0,San Antonio Spurs,101.0,,
455,"Sat, Dec 26, 2015",9:00 pm,Box Score,Los Angeles Clippers,109.0,Utah Jazz,104.0,,
456,"Sun, Dec 27, 2015",7:00 pm,Box Score,New York Knicks,91.0,Boston Celtics,100.0,,
457,"Sun, Dec 27, 2015",6:00 pm,Box Score,Los Angeles Lakers,96.0,Memphis Grizzlies,112.0,,
458,"Sun, Dec 27, 2015",7:00 pm,Box Score,Denver Nuggets,112.0,Oklahoma City Thunder,122.0,,
459,"Sun, Dec 27, 2015",9:00 pm,Box Score,Portland Trail Blazers,98.0,Sacramento Kings,94.0,,
460,"Mon, Dec 28, 2015",8:00 pm,Box Score,Toronto Raptors,97.0,Chicago Bulls,104.0,,
461,"Mon, Dec 28, 2015",7:00 pm,Box Score,Los Angeles Lakers,98.0,Charlotte Hornets,108.0,,
462,"Mon, Dec 28, 2015",8:30 pm,Box Score,Milwaukee Bucks,93.0,Dallas Mavericks,103.0,,
463,"Mon, Dec 28, 2015",10:30 pm,Box Score,Sacramento Kings,103.0,Golden State Warriors,122.0,,
464,"Mon, Dec 28, 2015",7:00 pm,Box Score,Atlanta Hawks,87.0,Indiana Pacers,93.0,,
465,"Mon, Dec 28, 2015",7:30 pm,Box Score,Brooklyn Nets,111.0,Miami Heat,105.0,,
466,"Mon, Dec 28, 2015",7:00 pm,Box Score,New Orleans Pelicans,89.0,Orlando Magic,104.0,,
467,"Mon, Dec 28, 2015",9:00 pm,Box Score,Cleveland Cavaliers,101.0,Phoenix Suns,97.0,,
468,"Mon, Dec 28, 2015",8:30 pm,Box Score,Minnesota Timberwolves,95.0,San Antonio Spurs,101.0,,
469,"Mon, Dec 28, 2015",9:00 pm,Box Score,Philadelphia 76ers,91.0,Utah Jazz,95.0,,
470,"Mon, Dec 28, 2015",7:00 pm,Box Score,Los Angeles Clippers,108.0,Washington Wizards,91.0,,
471,"Tue, Dec 29, 2015",9:00 pm,Box Score,Cleveland Cavaliers,93.0,Denver Nuggets,87.0,,
472,"Tue, Dec 29, 2015",8:00 pm,Box Score,Atlanta Hawks,121.0,Houston Rockets,115.0,,
473,"Tue, Dec 29, 2015",8:00 pm,Box Score,Miami Heat,90.0,Memphis Grizzlies,99.0,OT,
474,"Tue, Dec 29, 2015",7:30 pm,Box Score,Detroit Pistons,96.0,New York Knicks,108.0,,
475,"Tue, Dec 29, 2015",8:00 pm,Box Score,Milwaukee Bucks,123.0,Oklahoma City Thunder,131.0,,
476,"Wed, Dec 30, 2015",7:30 pm,Box Score,Los Angeles Lakers,112.0,Boston Celtics,104.0,,
477,"Wed, Dec 30, 2015",8:00 pm,Box Score,Indiana Pacers,100.0,Chicago Bulls,102.0,OT,
478,"Wed, Dec 30, 2015",7:00 pm,Box Score,Los Angeles Clippers,122.0,Charlotte Hornets,117.0,,
479,"Wed, Dec 30, 2015",8:30 pm,Box Score,Golden State Warriors,91.0,Dallas Mavericks,114.0,,
480,"Wed, Dec 30, 2015",8:00 pm,Box Score,Utah Jazz,80.0,Minnesota Timberwolves,94.0,,
481,"Wed, Dec 30, 2015",7:00 pm,Box Score,Brooklyn Nets,93.0,Orlando Magic,100.0,,
482,"Wed, Dec 30, 2015",10:00 pm,Box Score,Denver Nuggets,103.0,Portland Trail Blazers,110.0,,
483,"Wed, Dec 30, 2015",10:00 pm,Box Score,Philadelphia 76ers,110.0,Sacramento Kings,105.0,,
484,"Wed, Dec 30, 2015",8:30 pm,Box Score,Phoenix Suns,79.0,San Antonio Spurs,112.0,,
485,"Wed, Dec 30, 2015",7:30 pm,Box Score,Washington Wizards,91.0,Toronto Raptors,94.0,,
486,"Thu, Dec 31, 2015",6:00 pm,Box Score,Minnesota Timberwolves,90.0,Detroit Pistons,115.0,,
487,"Thu, Dec 31, 2015",7:00 pm,Box Score,Golden State Warriors,114.0,Houston Rockets,110.0,,
488,"Thu, Dec 31, 2015",6:00 pm,Box Score,Milwaukee Bucks,120.0,Indiana Pacers,116.0,,
489,"Thu, Dec 31, 2015",8:00 pm,Box Score,Los Angeles Clippers,95.0,New Orleans Pelicans,89.0,,
490,"Thu, Dec 31, 2015",8:00 pm,Box Score,Phoenix Suns,106.0,Oklahoma City Thunder,110.0,,
491,"Thu, Dec 31, 2015",9:00 pm,Box Score,Portland Trail Blazers,96.0,Utah Jazz,109.0,,
492,January,,,,,,,,
493,"Fri, Jan 1, 2016",8:00 pm,Box Score,New York Knicks,81.0,Chicago Bulls,108.0,,
494,"Fri, Jan 1, 2016",10:30 pm,Box Score,Philadelphia 76ers,84.0,Los Angeles Lakers,93.0,,
495,"Fri, Jan 1, 2016",7:30 pm,Box Score,Dallas Mavericks,82.0,Miami Heat,106.0,,
496,"Fri, Jan 1, 2016",7:30 pm,Box Score,Charlotte Hornets,94.0,Toronto Raptors,104.0,,
497,"Fri, Jan 1, 2016",7:00 pm,Box Score,Orlando Magic,91.0,Washington Wizards,103.0,,
498,"Sat, Jan 2, 2016",3:00 pm,Box Score,Brooklyn Nets,100.0,Boston Celtics,97.0,,
499,"Sat, Jan 2, 2016",7:00 pm,Box Score,Oklahoma City Thunder,109.0,Charlotte Hornets,90.0,,
500,"Sat, Jan 2, 2016",7:30 pm,Box Score,Orlando Magic,79.0,Cleveland Cavaliers,104.0,,
501,"Sat, Jan 2, 2016",8:30 pm,Box Score,New Orleans Pelicans,105.0,Dallas Mavericks,98.0,,
502,"Sat, Jan 2, 2016",10:30 pm,Box Score,Denver Nuggets,108.0,Golden State Warriors,111.0,OT,
503,"Sat, Jan 2, 2016",7:00 pm,Box Score,Detroit Pistons,82.0,Indiana Pacers,94.0,,
504,"Sat, Jan 2, 2016",10:30 pm,Box Score,Philadelphia 76ers,99.0,Los Angeles Clippers,130.0,,
505,"Sat, Jan 2, 2016",8:00 pm,Box Score,Milwaukee Bucks,95.0,Minnesota Timberwolves,85.0,,
506,"Sat, Jan 2, 2016",5:00 pm,Box Score,Phoenix Suns,119.0,Sacramento Kings,142.0,,
507,"Sat, Jan 2, 2016",8:30 pm,Box Score,Houston Rockets,103.0,San Antonio Spurs,121.0,,
508,"Sat, Jan 2, 2016",9:00 pm,Box Score,Memphis Grizzlies,87.0,Utah Jazz,92.0,OT,
509,"Sun, Jan 3, 2016",9:00 pm,Box Score,Portland Trail Blazers,112.0,Denver Nuggets,106.0,,
510,"Sun, Jan 3, 2016",9:30 pm,Box Score,Phoenix Suns,77.0,Los Angeles Lakers,97.0,,
511,"Sun, Jan 3, 2016",3:30 pm,Box Score,Atlanta Hawks,97.0,New York Knicks,111.0,,
512,"Sun, Jan 3, 2016",3:30 pm,Box Score,Chicago Bulls,115.0,Toronto Raptors,113.0,,
513,"Sun, Jan 3, 2016",6:00 pm,Box Score,Miami Heat,97.0,Washington Wizards,75.0,,
514,"Mon, Jan 4, 2016",7:30 pm,Box Score,Boston Celtics,103.0,Brooklyn Nets,94.0,,
515,"Mon, Jan 4, 2016",7:00 pm,Box Score,Toronto Raptors,100.0,Cleveland Cavaliers,122.0,,
516,"Mon, Jan 4, 2016",7:30 pm,Box Score,Orlando Magic,89.0,Detroit Pistons,115.0,,
517,"Mon, Jan 4, 2016",10:30 pm,Box Score,Charlotte Hornets,101.0,Golden State Warriors,111.0,,
518,"Mon, Jan 4, 2016",7:30 pm,Box Score,Indiana Pacers,100.0,Miami Heat,103.0,OT,
519,"Mon, Jan 4, 2016",8:00 pm,Box Score,San Antonio Spurs,123.0,Milwaukee Bucks,98.0,,
520,"Mon, Jan 4, 2016",8:00 pm,Box Score,Sacramento Kings,116.0,Oklahoma City Thunder,104.0,,
521,"Mon, Jan 4, 2016",7:00 pm,Box Score,Minnesota Timberwolves,99.0,Philadelphia 76ers,109.0,,
522,"Mon, Jan 4, 2016",10:00 pm,Box Score,Memphis Grizzlies,91.0,Portland Trail Blazers,78.0,,
523,"Mon, Jan 4, 2016",9:00 pm,Box Score,Houston Rockets,93.0,Utah Jazz,91.0,,
524,"Tue, Jan 5, 2016",8:00 pm,Box Score,New York Knicks,107.0,Atlanta Hawks,101.0,,
525,"Tue, Jan 5, 2016",8:00 pm,Box Score,Milwaukee Bucks,106.0,Chicago Bulls,117.0,,
526,"Tue, Jan 5, 2016",8:30 pm,Box Score,Sacramento Kings,116.0,Dallas Mavericks,117.0,2OT,
527,"Tue, Jan 5, 2016",10:30 pm,Box Score,Golden State Warriors,109.0,Los Angeles Lakers,88.0,,
528,"Wed, Jan 6, 2016",7:30 pm,Box Score,Detroit Pistons,99.0,Boston Celtics,94.0,,
529,"Wed, Jan 6, 2016",7:30 pm,Box Score,Toronto Raptors,91.0,Brooklyn Nets,74.0,,
530,"Wed, Jan 6, 2016",7:00 pm,Box Score,New York Knicks,98.0,Miami Heat,90.0,,
531,"Wed, Jan 6, 2016",8:00 pm,Box Score,Denver Nuggets,78.0,Minnesota Timberwolves,74.0,,
532,"Wed, Jan 6, 2016",8:00 pm,Box Score,Dallas Mavericks,100.0,New Orleans Pelicans,91.0,,
533,"Wed, Jan 6, 2016",9:30 pm,Box Score,Memphis Grizzlies,94.0,Oklahoma City Thunder,112.0,,
534,"Wed, Jan 6, 2016",7:00 pm,Box Score,Indiana Pacers,95.0,Orlando Magic,86.0,,
535,"Wed, Jan 6, 2016",9:00 pm,Box Score,Charlotte Hornets,102.0,Phoenix Suns,111.0,,
536,"Wed, Jan 6, 2016",10:00 pm,Box Score,Los Angeles Clippers,109.0,Portland Trail Blazers,98.0,,
537,"Wed, Jan 6, 2016",8:30 pm,Box Score,Utah Jazz,98.0,San Antonio Spurs,123.0,,
538,"Wed, Jan 6, 2016",7:00 pm,Box Score,Cleveland Cavaliers,121.0,Washington Wizards,115.0,,
539,"Thu, Jan 7, 2016",8:00 pm,Box Score,Boston Celtics,92.0,Chicago Bulls,101.0,,
540,"Thu, Jan 7, 2016",8:00 pm,Box Score,Utah Jazz,94.0,Houston Rockets,103.0,,
541,"Thu, Jan 7, 2016",7:00 pm,Box Score,Atlanta Hawks,126.0,Philadelphia 76ers,98.0,,
542,"Thu, Jan 7, 2016",10:30 pm,Box Score,Los Angeles Lakers,115.0,Sacramento Kings,118.0,,
543,"Fri, Jan 8, 2016",7:30 pm,Box Score,Orlando Magic,83.0,Brooklyn Nets,77.0,,
544,"Fri, Jan 8, 2016",10:30 pm,Box Score,Oklahoma City Thunder,117.0,Los Angeles Lakers,113.0,,
545,"Fri, Jan 8, 2016",8:00 pm,Box Score,Denver Nuggets,84.0,Memphis Grizzlies,91.0,,
546,"Fri, Jan 8, 2016",8:00 pm,Box Score,Dallas Mavericks,95.0,Milwaukee Bucks,96.0,,
